Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Zenzenzense - movie ver.,RADWIMPS,Your Name.,4qApTp9557qYZzRLEih4uP,2DLrgv7HhJanCuD8L9uJLR,62,2016-08-24,285880,False,https://open.spotify.com/track/2DLrgv7HhJanCuD8L9uJLR,0.321,0.906,11,-3.967,1,0.141,0.000439,0.0,0.0862,0.641,189.776
Dream lantern,RADWIMPS,Your Name.,4qApTp9557qYZzRLEih4uP,5mEqD00bdFcsiVd0MfvEeF,63,2016-08-24,131667,False,https://open.spotify.com/track/5mEqD00bdFcsiVd0MfvEeF,0.206,0.871,8,-5.751,1,0.419,0.0316,6.55e-05,0.0596,0.125,175.6
Say Yes,"Loco, Punch","Moonlovers - Scarlet Heart Ryeo (Original Television Soundtrack), Pt. 2",68xTLBWjoRADRf86WYmTmy,27zrFrtUtWl2urlvjOn5xc,67,2016-08-29,218897,False,https://open.spotify.com/track/27zrFrtUtWl2urlvjOn5xc,0.696,0.778,1,-4.653,0,0.0585,0.352,0.0,0.329,0.41,94.996
러시안 룰렛 Russian Roulette,Red Velvet,Russian Roulette - The 3rd Mini Album,6MNlcai3skKLKv5syzFwC3,5HiSc2ZCGn8L3cH3qSwzBT,68,2016-09-07,211244,False,https://open.spotify.com/track/5HiSc2ZCGn8L3cH3qSwzBT,0.726,0.903,7,-2.277,0,0.0357,0.055,0.000225,0.158,0.958,129.986
BTS Cypher 4,BTS,Wings,1vhNGBTFoaSTLbHjPGFIlF,4cTSnpyaIR1qGaTOLJunDM,59,2016-10-10,294463,False,https://open.spotify.com/track/4cTSnpyaIR1qGaTOLJunDM,0.817,0.797,1,-4.395,0,0.0839,0.00533,7.77e-06,0.0551,0.361,119.978
Lie,BTS,Wings,1vhNGBTFoaSTLbHjPGFIlF,1nWB8isqs2tviWk20G5pow,61,2016-10-10,215753,False,https://open.spotify.com/track/1nWB8isqs2tviWk20G5pow,0.541,0.779,6,-5.581,0,0.033,0.00338,0.0,0.177,0.501,94.069
Stigma,BTS,Wings,1vhNGBTFoaSTLbHjPGFIlF,3LTwMQ9kkn5VVhP3jipBlR,60,2016-10-10,216063,False,https://open.spotify.com/track/3LTwMQ9kkn5VVhP3jipBlR,0.566,0.475,0,-5.556,0,0.089,0.148,0.0,0.139,0.335,136.442
21st Century Girl,BTS,Wings,1vhNGBTFoaSTLbHjPGFIlF,52d5NT69mkmr6WzvQJ9vHr,59,2016-10-10,192597,False,https://open.spotify.com/track/52d5NT69mkmr6WzvQJ9vHr,0.716,0.906,2,-3.539,1,0.0719,0.00424,0.0,0.0547,0.763,101.029
Awake,BTS,Wings,1vhNGBTFoaSTLbHjPGFIlF,3gxNkvcP8scSzL6mGznTn3,60,2016-10-10,226161,False,https://open.spotify.com/track/3gxNkvcP8scSzL6mGznTn3,0.35,0.498,3,-6.589,1,0.0332,0.023,1.99e-06,0.269,0.34,142.803
Blood Sweat & Tears,BTS,Wings,1vhNGBTFoaSTLbHjPGFIlF,2u54HNQamwFuOMLSuhSRom,69,2016-10-10,217052,False,https://open.spotify.com/track/2u54HNQamwFuOMLSuhSRom,0.584,0.885,0,-3.571,0,0.104,0.0244,0.0,0.357,0.605,92.9
All I Wanna Do (K) (Feat. Hoody & Loco),"Jay Park, Hoody, Loco",EVERYTHING YOU WANTED,0c4LKBzh0ufU36AyuzZRc2,2FWquqPNxte8iqZ3ATQG0p,59,2016-10-20,216786,False,https://open.spotify.com/track/2FWquqPNxte8iqZ3ATQG0p,0.403,0.724,8,-6.064,1,0.246,0.377,0.0,0.0927,0.428,97.133
All I Wanna Do,Jay Park,EVERYTHING YOU WANTED,0c4LKBzh0ufU36AyuzZRc2,2PcJoVkfjcbvoqBxV1Nj7y,60,2016-10-20,209393,True,https://open.spotify.com/track/2PcJoVkfjcbvoqBxV1Nj7y,0.613,0.668,8,-6.867,1,0.267,0.245,0.0,0.0735,0.509,96.176
TT,TWICE,Twicecoaster: Lane 1,5zQhaDNbiXHRqd8Y51I4vy,60jFaQV7Z4boGC4ob5B5c6,63,2016-10-24,212987,False,https://open.spotify.com/track/60jFaQV7Z4boGC4ob5B5c6,0.708,0.852,2,-4.398,1,0.0851,0.0525,0.00016,0.399,0.396,129.946
STAY,BLACKPINK,SQUARE TWO,2Fna4Tb7fme5aHsNMJtVtp,3tP6QKbXvtrxiDI7QwKyUf,66,2016-11-01,230323,False,https://open.spotify.com/track/3tP6QKbXvtrxiDI7QwKyUf,0.63,0.432,1,-6.721,1,0.0357,0.551,5.84e-06,0.0962,0.343,87.959
PLAYING WITH FIRE,BLACKPINK,SQUARE TWO,2Fna4Tb7fme5aHsNMJtVtp,7qmvLmX9tyaTiBAVNI6YEn,70,2016-11-01,197289,False,https://open.spotify.com/track/7qmvLmX9tyaTiBAVNI6YEn,0.706,0.756,4,-4.405,0,0.0845,0.0392,0.0,0.18,0.676,97.098
Stay With Me,"CHANYEOL, Punch","Guardian (Original Television Soundtrack), Pt. 1",6Pr1DaOWfT6hEewhZMRyqg,1HYzRuWjmS9LXCkdVHi25K,69,2016-12-03,192441,False,https://open.spotify.com/track/1HYzRuWjmS9LXCkdVHi25K,0.558,0.526,0,-4.686,0,0.033,0.431,0.0,0.126,0.202,124.709
Erbody But Me,"Tech N9ne, Bizzy, Krizz Kaliko",The Storm (Deluxe Edition),1aMPeVSgyoG34dAu7iwRpD,3kW5Rq9AIL0QQuYTSKNkQw,58,2016-12-09,197053,True,https://open.spotify.com/track/3kW5Rq9AIL0QQuYTSKNkQw,0.823,0.705,10,-4.73,0,0.282,0.0274,0.0,0.0919,0.836,186.12
BANG BANG BANG,BIGBANG,MADE,2SPrl8C8pgSM5gXbAiyJHY,3dI59jLoFMjMAyUAyRZnkE,64,2016-12-13,220178,False,https://open.spotify.com/track/3dI59jLoFMjMAyUAyRZnkE,0.69,0.843,1,-2.949,1,0.0534,0.0167,0.0,0.346,0.428,135.01
Beautiful,Crush,"Guardian (Original Television Soundtrack), Pt. 4",7iUiSK1dCxUTOFq6BWrreS,6mzF8HvHdVrzJNd8M1uFCS,65,2016-12-17,227584,False,https://open.spotify.com/track/6mzF8HvHdVrzJNd8M1uFCS,0.416,0.41,10,-6.146,1,0.0292,0.843,0.0,0.107,0.219,110.252
Outro: Wings,BTS,You Never Walk Alone,6THpewjqJ15ORBJkh5CEYb,7kyUapJyppdjzoAWB6XS14,59,2017-02-13,225447,False,https://open.spotify.com/track/7kyUapJyppdjzoAWB6XS14,0.651,0.903,11,-3.117,0,0.129,0.00503,0.0,0.0875,0.658,125.032
Not Today,BTS,You Never Walk Alone,6THpewjqJ15ORBJkh5CEYb,3wyrhwPpV8uhMMEms4vG3X,63,2017-02-13,231860,False,https://open.spotify.com/track/3wyrhwPpV8uhMMEms4vG3X,0.593,0.945,8,-3.408,1,0.126,0.00174,0.0,0.923,0.674,110.023
Spring Day,BTS,You Never Walk Alone,6THpewjqJ15ORBJkh5CEYb,2j1fFjWHCI9KJSwcuYAOyF,71,2017-02-13,274097,False,https://open.spotify.com/track/2j1fFjWHCI9KJSwcuYAOyF,0.539,0.846,8,-3.192,1,0.0354,0.00631,1.71e-06,0.13,0.462,106.994
Can't Love You Anymore (With OHHYUK),"IU, OHHYUK",Palette,5V8n6fqyAPxvFTibPhQVcp,5MvxeZPiiLAuB5gI8k3ynk,57,2017-04-21,195230,False,https://open.spotify.com/track/5MvxeZPiiLAuB5gI8k3ynk,0.611,0.63,9,-4.419,0,0.363,0.566,0.0,0.237,0.66,65.619
Palette (feat. G-DRAGON),"IU, G-DRAGON",Palette,5V8n6fqyAPxvFTibPhQVcp,3y7ByLZ05tluscOTRgEJ9Y,59,2017-04-21,217413,False,https://open.spotify.com/track/3y7ByLZ05tluscOTRgEJ9Y,0.804,0.68,0,-3.81,1,0.2,0.458,0.0,0.102,0.62,102.013
SIGNAL,TWICE,SIGNAL,28PwDunFAR71toOCTYRvkf,15rX80MpEJ2OqW3dPunQvI,61,2017-05-15,196680,False,https://open.spotify.com/track/15rX80MpEJ2OqW3dPunQvI,0.62,0.761,0,-2.736,1,0.334,0.22,0.0,0.143,0.626,207.819
Don't Wanna Cry,SEVENTEEN,SEVENTEEN 4th Mini Album ‘Al1’,2BNimvLLlD89e4Sb7ZVX6I,6Upu6yjkdi0DVI8E3IBZEU,62,2017-05-22,203427,False,https://open.spotify.com/track/6Upu6yjkdi0DVI8E3IBZEU,0.781,0.683,0,-4.258,1,0.0325,0.164,1.53e-06,0.16,0.722,100.005
EVERYTHING,The Black Skirts,TEAM BABY,4x4xyLYUjyyBqKlkFT4YdY,19Hg1UCZaCdpHB37L7x63X,67,2017-05-30,293000,False,https://open.spotify.com/track/19Hg1UCZaCdpHB37L7x63X,0.54,0.373,6,-8.591,1,0.0278,0.651,0.927,0.146,0.387,119.843
You Were Beautiful,DAY6,SUNRISE,70ryb5nR8iCsY8OlIq2J8c,3FR2yqZsG07NhXz7uPyUyC,64,2017-06-07,283160,False,https://open.spotify.com/track/3FR2yqZsG07NhXz7uPyUyC,0.46,0.615,5,-3.472,0,0.0331,0.0633,0.0,0.109,0.414,167.927
Cherry Bomb,NCT 127,NCT #127 CHERRY BOMB - The 3rd Mini Album,7H5FkCA6cTDBX3wtvIbN8s,3o8QzWsiiqTUVgBZfHgF58,61,2017-06-14,236667,False,https://open.spotify.com/track/3o8QzWsiiqTUVgBZfHgF58,0.713,0.603,6,-4.896,0,0.287,0.000759,5.51e-06,0.0453,0.799,78.027
As If It's Your Last,BLACKPINK,As If It's Your Last,7ikmjsvRzDRzxHN0KXSQdv,4ZxOuNHhpyOj4gv52MtQpT,73,2017-06-22,213264,False,https://open.spotify.com/track/4ZxOuNHhpyOj4gv52MtQpT,0.786,0.852,8,-2.687,1,0.0813,0.0687,0.0,0.0759,0.455,125.036
Red Flavor,Red Velvet,The Red Summer - Summer Mini Album,6OXg149IkmbgW7zfzbwgS2,7nKQ5WAcjnG48knyLuo8gO,67,2017-07-09,191139,False,https://open.spotify.com/track/7nKQ5WAcjnG48knyLuo8gO,0.709,0.917,9,-3.315,1,0.189,0.0409,0.0,0.0839,0.515,125.042
Ko Ko Bop,EXO,THE WAR - The 4th Album,53pJcIJBdlm5rhVhjSnvHn,5EzitieoPnjyKHAq0gfRMa,59,2017-07-18,190423,False,https://open.spotify.com/track/5EzitieoPnjyKHAq0gfRMa,0.749,0.85,0,-4.346,1,0.0468,0.0319,4.81e-05,0.0678,0.672,145.983
The Eve,EXO,THE WAR - The 4th Album,53pJcIJBdlm5rhVhjSnvHn,2ujA6F1cpk3m8lsPE5aKua,62,2017-07-18,176026,False,https://open.spotify.com/track/2ujA6F1cpk3m8lsPE5aKua,0.636,0.702,0,-5.352,0,0.0334,0.0223,0.0,0.293,0.516,135.104
Gashina,SUNMI,SUNMI SPECIAL EDITION [Gashina],3TSX6AxLdCP4E5o3F5jCdN,0jFHMDRXxKaREor3hBEEST,60,2017-08-22,180000,False,https://open.spotify.com/track/0jFHMDRXxKaREor3hBEEST,0.722,0.833,6,-3.915,1,0.094,0.0556,0.0,0.195,0.53,93.941
Go Go,BTS,Love Yourself 承 'Her',07Rq17GzCnIdWJcyVHb57G,5vOT8VO87TAnUjh0oADwb1,63,2017-09-18,235780,False,https://open.spotify.com/track/5vOT8VO87TAnUjh0oADwb1,0.856,0.617,10,-5.308,0,0.084,0.171,0.0,0.0857,0.759,136.081
dimple,BTS,Love Yourself 承 'Her',07Rq17GzCnIdWJcyVHb57G,6pp6xf9zS55GD4nr318XUH,66,2017-09-18,196776,False,https://open.spotify.com/track/6pp6xf9zS55GD4nr318XUH,0.612,0.844,5,-4.694,0,0.0757,0.14,0.0,0.289,0.652,134.872
Best Of Me,BTS,Love Yourself 承 'Her',07Rq17GzCnIdWJcyVHb57G,5C6A1WXVfKvBBQmaFFnBgs,63,2017-09-18,227191,False,https://open.spotify.com/track/5C6A1WXVfKvBBQmaFFnBgs,0.655,0.756,8,-4.388,1,0.07,0.0298,0.0,0.396,0.469,121.936
Pied Piper,BTS,Love Yourself 承 'Her',07Rq17GzCnIdWJcyVHb57G,1ZPeaPDjQOOC8hw1mNjyjF,68,2017-09-18,245621,False,https://open.spotify.com/track/1ZPeaPDjQOOC8hw1mNjyjF,0.583,0.712,2,-4.942,0,0.0326,0.2,0.0,0.268,0.778,94.051
DNA,BTS,Love Yourself 承 'Her',07Rq17GzCnIdWJcyVHb57G,3uRLwBjI2TahxslcMTvpFs,66,2017-09-18,223123,False,https://open.spotify.com/track/3uRLwBjI2TahxslcMTvpFs,0.599,0.775,1,-4.018,0,0.0543,0.0217,0.0,0.0678,0.696,129.817
MIC Drop,BTS,Love Yourself 承 'Her',07Rq17GzCnIdWJcyVHb57G,4gZGAVECoiutzp64KSHNjE,62,2017-09-18,238193,False,https://open.spotify.com/track/4gZGAVECoiutzp64KSHNjE,0.667,0.889,6,-4.851,1,0.0917,0.00912,0.0,0.0816,0.541,169.961
Some,BOL4,Red Diary Page.1,0d3mf5fBaIBbozCgeEI9AE,3jsYQw78lrxJA2ysnmOIf9,67,2017-09-28,181373,False,https://open.spotify.com/track/3jsYQw78lrxJA2ysnmOIf9,0.659,0.799,1,-2.849,0,0.0629,0.417,0.0,0.0562,0.782,103.991
MOVE,TAEMIN,MOVE - The 2nd Album,2Ka8QpE2XUUjL4vOQihkJH,1cgBWgoL6520lR2QZDzdGN,60,2017-10-16,211949,False,https://open.spotify.com/track/1cgBWgoL6520lR2QZDzdGN,0.697,0.713,8,-5.273,0,0.115,0.0153,0.0,0.0857,0.667,99.964
Likey,TWICE,Twicetagram,3hJXmK5gWN9P6jtZL0Lr2y,0IEVKWduAaMcZepZQVr80T,62,2017-10-30,207813,False,https://open.spotify.com/track/0IEVKWduAaMcZepZQVr80T,0.723,0.903,4,-1.262,0,0.033,0.413,0.000377,0.118,0.443,132.006
Look At Me,TWICE,Twicetagram,3hJXmK5gWN9P6jtZL0Lr2y,6Jkcg39vqttJezD7nfqrSj,64,2017-10-30,193147,False,https://open.spotify.com/track/6Jkcg39vqttJezD7nfqrSj,0.719,0.909,1,-3.585,1,0.0365,0.156,1.21e-06,0.0655,0.665,134.892
CLAP,SEVENTEEN,"SEVENTEEN 2ND ALBUM 'TEEN, AGE' (2)",5aHdNainJWMc3n2AqfiOg5,19t5GSN3XsLB7UOsZD8Fwv,62,2017-11-06,167797,False,https://open.spotify.com/track/19t5GSN3XsLB7UOsZD8Fwv,0.722,0.918,8,-2.952,1,0.0607,0.141,0.0,0.409,0.831,100.024
Peek-A-Boo,Red Velvet,Perfect Velvet - The 2nd Album,0rvrbZvaDX5S9ZBhwOwFfH,42tFTth2jcF7iSo0RBjfJF,65,2017-11-17,189050,False,https://open.spotify.com/track/42tFTth2jcF7iSo0RBjfJF,0.839,0.902,1,-3.612,0,0.0536,0.0868,0.00257,0.272,0.639,114.953
Heart Shaker,TWICE,Merry & Happy,0R7pj4tnmcoUulrZGPo6nw,52FCAZn0YEkZfF0BtiAUMW,59,2017-12-11,186893,False,https://open.spotify.com/track/52FCAZn0YEkZfF0BtiAUMW,0.564,0.944,8,-0.532,1,0.0647,0.105,0.0,0.154,0.857,164.062
instagram,DEAN,instagram,1wW2yfORAbOEfn2Et1q687,6z1kLsntE7FuzKZHZWrXYN,61,2017-12-26,255729,False,https://open.spotify.com/track/6z1kLsntE7FuzKZHZWrXYN,0.463,0.566,8,-6.195,1,0.145,0.196,0.0,0.284,0.219,93.921
Heart Attack (츄),LOONA,Chuu,6YeZQkSgIVYCBefzTxwVdu,6SSC9KZQaxBdyipKRigrFC,58,2017-12-28,194941,False,https://open.spotify.com/track/6SSC9KZQaxBdyipKRigrFC,0.663,0.857,7,-3.457,1,0.0581,0.0524,0.0,0.591,0.75,99.014
BBoom BBoom,MOMOLAND,GREAT!,5vt2sEP5J0VNbYXoA7h2k4,3BPoSr2pO34Aan6alFfVto,63,2018-01-03,208863,False,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto,0.785,0.744,3,-4.249,0,0.0369,0.0149,0.00666,0.0661,0.833,126.018
LOVE SCENARIO,iKON,Return,7th9VLudqM04TpG8hNE1pb,3d3ELsqKlQ7WA0a10Isu3l,66,2018-01-25,209648,False,https://open.spotify.com/track/3d3ELsqKlQ7WA0a10Isu3l,0.806,0.707,7,-4.623,1,0.0307,0.331,0.0,0.294,0.746,118.009
Bad Boy,Red Velvet,The Perfect Red Velvet - The 2nd Album Repackage,0OkJThJls8FO1lutMzMDJ0,5GKwq4sO5ZHKuWaDmdwMQc,66,2018-01-29,210818,False,https://open.spotify.com/track/5GKwq4sO5ZHKuWaDmdwMQc,0.714,0.736,2,-3.801,1,0.0457,0.191,0.0,0.0553,0.814,149.985
Daydream (백일몽),j-hope,Hope World,0XX1044L7ovU5aon6nRiF7,56sdcbPR74RxqmKVbQzJ8s,60,2018-03-02,228759,False,https://open.spotify.com/track/56sdcbPR74RxqmKVbQzJ8s,0.749,0.961,8,-6.518,0,0.0874,0.00512,0.0,0.175,0.859,116.037
Hope World,j-hope,Hope World,0XX1044L7ovU5aon6nRiF7,5UMPPsXaGbR1qtzcnEtTpM,59,2018-03-02,204931,False,https://open.spotify.com/track/5UMPPsXaGbR1qtzcnEtTpM,0.706,0.895,1,-4.456,1,0.16,0.0138,0.0,0.595,0.771,117.007
BOSS,"NCT, NCT U",NCT 2018 EMPATHY,3KAJvo62RNQEtXwIyB5rzX,0ErzcmZ2gIwX7X0xSMQPix,59,2018-03-14,210641,False,https://open.spotify.com/track/0ErzcmZ2gIwX7X0xSMQPix,0.787,0.543,10,-6.7,0,0.037,0.0233,0.0,0.0861,0.332,99.026
Baby Don’t Stop,"NCT, NCT U",NCT 2018 EMPATHY,3KAJvo62RNQEtXwIyB5rzX,1EYSS9Lp7a9f20C3FaOVgI,58,2018-03-14,183020,False,https://open.spotify.com/track/1EYSS9Lp7a9f20C3FaOVgI,0.827,0.739,8,-6.391,1,0.0744,0.0214,4.13e-06,0.043,0.352,95.999
Shine,PENTAGON,Positive,1ZRmLzZWvOkSqWePzFeekO,7nkp1uuSbKkoxMvEs8cSw0,59,2018-04-02,198796,False,https://open.spotify.com/track/7nkp1uuSbKkoxMvEs8cSw0,0.74,0.804,3,-2.187,1,0.0546,0.411,0.0,0.0578,0.791,150.013
Don’t,"Loco, HWASA","The Hyena on the Keyboard, Pt. 4",50dXh98sRsMOrf9D5QMb77,4MidkNeonif4PcWSjkwOb7,57,2018-04-21,231654,False,https://open.spotify.com/track/4MidkNeonif4PcWSjkwOb7,0.849,0.486,1,-7.049,1,0.0669,0.538,0.0,0.127,0.546,92.022
Dally (feat. GRAY),"HYOLYN, GRAY",Dally (feat. GRAY),29V7CreOSbyquvDJYiEs1Y,1JD37Pmj6xJj8dlWHgLG9C,55,2018-04-23,203000,False,https://open.spotify.com/track/1JD37Pmj6xJj8dlWHgLG9C,0.668,0.815,11,-2.883,0,0.216,0.281,0.0,0.247,0.885,143.764
LATATA,(G)I-DLE,I am,1GtPnOiHxCnoZPCiLcKj22,2ezKXygNO30pXyDQXkm6oD,59,2018-05-02,202773,False,https://open.spotify.com/track/2ezKXygNO30pXyDQXkm6oD,0.774,0.792,9,-4.019,0,0.224,0.00427,1.15e-06,0.283,0.505,98.1
134340,BTS,Love Yourself 轉 'Tear',4NIqCxqP9o8Tp6tGLBqd8O,1MX0g22bQkr9HDVe37fLnN,60,2018-05-18,230063,False,https://open.spotify.com/track/1MX0g22bQkr9HDVe37fLnN,0.665,0.687,11,-6.466,0,0.0547,0.155,9.28e-05,0.173,0.651,106.023
Love Maze,BTS,Love Yourself 轉 'Tear',4NIqCxqP9o8Tp6tGLBqd8O,4ROdFnoZNn2RTmwct0cVpx,65,2018-05-18,221529,False,https://open.spotify.com/track/4ROdFnoZNn2RTmwct0cVpx,0.637,0.876,9,-4.652,1,0.0618,0.0483,0.0,0.0728,0.759,149.93
Magic Shop,BTS,Love Yourself 轉 'Tear',4NIqCxqP9o8Tp6tGLBqd8O,5MTGPkmiUuud9NkA0sl2nI,65,2018-05-18,275696,False,https://open.spotify.com/track/5MTGPkmiUuud9NkA0sl2nI,0.531,0.661,1,-5.836,1,0.0907,0.103,0.0,0.0779,0.278,149.934
FAKE LOVE,BTS,Love Yourself 轉 'Tear',4NIqCxqP9o8Tp6tGLBqd8O,6m1TWFMeon7ai9XLOzdbiR,73,2018-05-18,242334,False,https://open.spotify.com/track/6m1TWFMeon7ai9XLOzdbiR,0.557,0.719,2,-4.515,0,0.0371,0.00267,0.0,0.306,0.345,77.502
Anpanman,BTS,Love Yourself 轉 'Tear',4NIqCxqP9o8Tp6tGLBqd8O,34OSqW5ULWxmCEMjJ1ZgVW,63,2018-05-18,232966,False,https://open.spotify.com/track/34OSqW5ULWxmCEMjJ1ZgVW,0.813,0.876,1,-2.92,0,0.0922,0.024,0.0,0.287,0.757,98.989
The Truth Untold (feat. Steve Aoki),"BTS, Steve Aoki",Love Yourself 轉 'Tear',4NIqCxqP9o8Tp6tGLBqd8O,7DEKa5Z7Cl8s3Y7imb88OM,63,2018-05-18,242293,False,https://open.spotify.com/track/7DEKa5Z7Cl8s3Y7imb88OM,0.571,0.422,1,-7.561,0,0.0422,0.374,0.0,0.127,0.169,113.016
Airplane pt.2,BTS,Love Yourself 轉 'Tear',4NIqCxqP9o8Tp6tGLBqd8O,4lAE47gj539h8R1yxPhhGG,65,2018-05-18,218615,False,https://open.spotify.com/track/4lAE47gj539h8R1yxPhhGG,0.77,0.817,0,-4.092,0,0.0339,0.0265,0.000103,0.084,0.866,139.979
So What,BTS,Love Yourself 轉 'Tear',4NIqCxqP9o8Tp6tGLBqd8O,0wqqe8k13bJPxRt7FEmnwS,62,2018-05-18,281521,False,https://open.spotify.com/track/0wqqe8k13bJPxRt7FEmnwS,0.657,0.883,9,-4.294,0,0.0733,0.0238,0.0,0.0481,0.461,129.943
Intro: Singularity,BTS,Love Yourself 轉 'Tear',4NIqCxqP9o8Tp6tGLBqd8O,5rNZsITjXf23iFkRA924FV,58,2018-05-18,196998,False,https://open.spotify.com/track/5rNZsITjXf23iFkRA924FV,0.775,0.272,1,-9.126,0,0.091,0.56,0.00278,0.112,0.198,103.991
Paradise,BTS,Love Yourself 轉 'Tear',4NIqCxqP9o8Tp6tGLBqd8O,1YO4xJXhh9A1Feg9k8xuy2,60,2018-05-18,211224,False,https://open.spotify.com/track/1YO4xJXhh9A1Feg9k8xuy2,0.551,0.828,5,-5.523,1,0.352,0.214,0.0,0.0571,0.928,139.662
Forever Young,BLACKPINK,SQUARE UP,0wOiWrujRbxlKEGWRQpKYc,6veFyjNycn6EaNCKhkPXUY,64,2018-06-15,239100,False,https://open.spotify.com/track/6veFyjNycn6EaNCKhkPXUY,0.605,0.949,4,-2.907,1,0.0886,0.0414,0.0,0.0746,0.506,110.01
DDU-DU DDU-DU,BLACKPINK,SQUARE UP,0wOiWrujRbxlKEGWRQpKYc,4lQsB3ERTWSNaAN1IkuNRl,68,2018-06-15,211350,False,https://open.spotify.com/track/4lQsB3ERTWSNaAN1IkuNRl,0.668,0.828,4,-5.034,0,0.0739,0.036,0.0,0.0932,0.393,140.042
Really,BLACKPINK,SQUARE UP,0wOiWrujRbxlKEGWRQpKYc,2URMA0ap6SAI8wFmcY1yta,56,2018-06-15,197789,False,https://open.spotify.com/track/2URMA0ap6SAI8wFmcY1yta,0.696,0.881,1,-2.082,1,0.104,0.0235,0.0,0.277,0.947,142.019
Shoot Me,DAY6,Shoot Me : Youth Part 1,2dYvMxAaLu8LBiHjwQElcg,5XZ4yL24BLKkysf4muf4yQ,60,2018-06-26,175837,False,https://open.spotify.com/track/5XZ4yL24BLKkysf4muf4yQ,0.584,0.916,1,-1.396,1,0.149,0.0683,0.0,0.0489,0.731,167.934
Way Back Home,SHAUN,Take,1NgwpxtZFd1x4DbC74V9bO,3NxuezMdSLgt4OwHzBoUhL,66,2018-06-27,214137,False,https://open.spotify.com/track/3NxuezMdSLgt4OwHzBoUhL,0.745,0.739,10,-4.591,1,0.0327,0.405,0.000183,0.127,0.556,99.913
Dance The Night Away,TWICE,Summer Nights,2GKTroaa4ysyhEdvzpvUoM,4DYIDSMIB5y2UmZFv9fxeX,63,2018-07-09,180800,False,https://open.spotify.com/track/4DYIDSMIB5y2UmZFv9fxeX,0.709,0.861,0,-2.905,1,0.0941,0.106,4.73e-05,0.113,0.779,118.089
What is Love?,TWICE,Summer Nights,2GKTroaa4ysyhEdvzpvUoM,3zhbXKFjUDw40pTYyCgt1Y,69,2018-07-09,208240,False,https://open.spotify.com/track/3zhbXKFjUDw40pTYyCgt1Y,0.574,0.909,8,-1.573,1,0.0658,0.0987,0.0,0.264,0.569,169.966
Our dawn is hotter than day,SEVENTEEN,SEVENTEEN 5th Mini Album 'YOU MAKE MY DAY',5VmjGHq779chFVL7dgLbyo,2EGRE8lyfRRGuq7spra3eR,59,2018-07-16,212309,False,https://open.spotify.com/track/2EGRE8lyfRRGuq7spra3eR,0.848,0.748,11,-4.724,1,0.053,0.485,0.0,0.147,0.533,125.027
SUNDOWN,Jack Harlow,Loose,50UV94JhFbWhF37n74Jhk3,0ipgd8PPFza3NNmN3Rn2uF,52,2018-08-17,125217,True,https://open.spotify.com/track/0ipgd8PPFza3NNmN3Rn2uF,0.816,0.754,2,-5.922,1,0.152,0.163,0.00199,0.105,0.704,92.023
Epiphany,BTS,Love Yourself 結 'Answer',43wFM1HquliY3iwKWzPN4y,6L88EH68XwlaXwvChlTS41,66,2018-08-24,240362,False,https://open.spotify.com/track/6L88EH68XwlaXwvChlTS41,0.508,0.559,2,-6.366,0,0.0276,0.288,0.0,0.131,0.329,135.866
Singularity,BTS,Love Yourself 結 'Answer',43wFM1HquliY3iwKWzPN4y,2ApfJvLr7RbhJl6NOVhEu6,59,2018-08-24,196998,False,https://open.spotify.com/track/2ApfJvLr7RbhJl6NOVhEu6,0.775,0.272,1,-9.126,0,0.091,0.56,0.00278,0.112,0.198,103.991
Dimple,BTS,Love Yourself 結 'Answer',43wFM1HquliY3iwKWzPN4y,1rLkzFZdokhx6Wcs80uvnw,59,2018-08-24,196776,False,https://open.spotify.com/track/1rLkzFZdokhx6Wcs80uvnw,0.612,0.844,5,-4.694,0,0.0757,0.14,0.0,0.289,0.652,134.872
Serendipity (Full Length Edition),BTS,Love Yourself 結 'Answer',43wFM1HquliY3iwKWzPN4y,1dS4l6xmdgEhCZTAhdOm4N,64,2018-08-24,276708,False,https://open.spotify.com/track/1dS4l6xmdgEhCZTAhdOm4N,0.422,0.578,8,-7.524,1,0.0548,0.443,0.0,0.231,0.227,128.921
IDOL,BTS,Love Yourself 結 'Answer',43wFM1HquliY3iwKWzPN4y,1e8J3XClxZbFmvIHLI8CE4,69,2018-08-24,222732,False,https://open.spotify.com/track/1e8J3XClxZbFmvIHLI8CE4,0.733,0.855,9,-3.211,1,0.118,0.00481,0.0,0.123,0.42,126.035
MIC Drop (Steve Aoki Remix) (Full Length Edition),"BTS, Steve Aoki",Love Yourself 結 'Answer',43wFM1HquliY3iwKWzPN4y,01380RE6UfsPSdiUIwrCoH,66,2018-08-24,307676,False,https://open.spotify.com/track/01380RE6UfsPSdiUIwrCoH,0.606,0.85,11,-3.952,1,0.183,0.0114,1.01e-06,0.206,0.542,170.01
DNA,BTS,Love Yourself 結 'Answer',43wFM1HquliY3iwKWzPN4y,2ngmiq1KoYn3x25VOmvd8F,62,2018-08-24,223123,False,https://open.spotify.com/track/2ngmiq1KoYn3x25VOmvd8F,0.599,0.775,1,-3.997,0,0.0542,0.022,0.0,0.0669,0.703,129.817
